Song Name 	 Artist Name 	 Genres 	 Acousticness 	 Danceability 	 Energy 	Instrumentalness 	 Liveness 	 Speechiness 
Silence - Sluggo x Loote Remix	Mike Posner	dance pop,edm,pop,pop rap,post-teen pop,tropical house	0.532	0.755	0.672	2.6e-05	0.577	0.216	
XIX (feat. Angela Mccluskey)	Christian Rich	deep indie r&b,escape room,indie r&b,soul flow	0.00116	0.556	0.764	0	0.102	0.091	
Show Me Love - EDX Remix / Radio Edit	Sam Feldt	deep tropical house,edm,electro house,house,pop,tropical house	0.287	0.596	0.666	0.000454	0.0733	0.0943	
Simple Things	Miguel	dance pop,hip hop,hip pop,indie r&b,pop,pop rap,r&b,rap,southern hip hop,trap music,urban contemporary	0.642	0.536	0.496	0.000802	0.119	0.0429	
When Everything Was New	Flume	aussietronica,australian alternative rock,australian dance,downtempo,tropical house	0.702	0.194	0.586	0.825	0.203	0.0344	
Lone (feat. JOY.)	What So Not	aussietronica,bass trap,brostep,deep australian indie,edm,electro house,electronic trap,escape room,moombahton,vapor soul,vapor twitch	0.124	0.421	0.705	0.000266	0.135	0.0709	
Like Water (feat. MNDR)	Flume	aussietronica,australian alternative rock,australian dance,downtempo,tropical house	0.149	0.343	0.422	0	0.538	0.035	
Crossfire	Stephen	bass trap,indie poptimism	0.459	0.323	0.558	2.81e-06	0.676	0.337	
Saved (feat. E-40)	Ty Dolla $ign	dwn trap,pop,pop rap,rap,trap music	0.265	0.77	0.69	0	0.128	0.136	
Fool	BØRNS	indie pop,indie poptimism,indietronica,modern rock,pop,shimmer pop	0.00216	0.685	0.806	0.0299	0.0905	0.0325	
Too Good	Drake	canadian pop,hip hop,pop rap,rap	0.0606	0.804	0.65	7.05e-05	0.102	0.118	
Hymn For The Weekend	Coldplay	permanent wave,pop,pop christmas	0.255	0.49	0.743	7.21e-06	0.3	0.0409	
Run Run Blood	Phantogram	alternative dance,chillwave,indie pop,indie r&b,indie rock,indietronica,metropopolis,modern rock,new rave,shimmer pop,synthpop	0.00192	0.476	0.855	0.0706	0.158	0.045	
Adventure Of A Lifetime	Coldplay	permanent wave,pop,pop christmas	0.00205	0.638	0.924	0.000173	0.149	0.0359	
You Don’t Get Me High Anymore	Phantogram	alternative dance,chillwave,indie pop,indie r&b,indie rock,indietronica,metropopolis,modern rock,new rave,shimmer pop,synthpop	0.0026	0.52	0.94	0.00224	0.428	0.0508	
Melody	Jeremy Zucker	deep underground hip hop,indie poptimism,teen pop,underground pop rap	0.834	0.491	0.75	0	0.0866	0.161	
Through the Night	Cedric Gervais	big room,edm,electro house,house,progressive electro house,progressive house	0.125	0.749	0.957	3e-05	0.074	0.0412	
Amerika	Young the Giant	indie pop,indie poptimism,indie rock,indietronica,la indie,modern rock,shimmer pop,stomp and holler	0.0141	0.625	0.781	1.17e-06	0.0662	0.0456	
Something To Believe In	Young the Giant	indie pop,indie poptimism,indie rock,indietronica,la indie,modern rock,shimmer pop,stomp and holler	0.0245	0.623	0.886	0	0.247	0.0404	
Cry Baby	The Neighbourhood	indie pop,indietronica,modern rock,pop,shimmer pop	0.00269	0.581	0.656	2.78e-06	0.101	0.0294	
Let Me Love You	DJ Snake	dance pop,edm,electronic trap,pop,tropical house	0.0771	0.652	0.713	1.02e-05	0.144	0.0368	
Divide & Conquer	What So Not	aussietronica,bass trap,brostep,deep australian indie,edm,electro house,electronic trap,escape room,moombahton,vapor soul,vapor twitch	0.00465	0.638	0.587	0.909	0.157	0.0413	
Here Comes The Night	DJ Snake	dance pop,edm,electronic trap,pop,tropical house	0.183	0.47	0.778	4.25e-06	0.117	0.0521	
Swim	Dan Croll	indie pop,indie psych-rock,indietronica,modern rock,shimmer pop	0.00328	0.518	0.731	0.000139	0.133	0.0513	
Future Pt 2	DJ Snake	dance pop,edm,electronic trap,pop,tropical house	0.0587	0.8	0.645	4.69e-05	0.171	0.0434	
Bad Blood	NAO	deep indie r&b,escape room,indie r&b,neo soul,r&b,vapor soul	0.639	0.494	0.412	4.46e-06	0.0631	0.133	
Wild Season (feat. Florence Welch)	Banks & Steelz	none 	0.000225	0.406	0.832	0.000526	0.102	0.107	
Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix	Hundred Waters	chamber pop,chillwave,indie psych-pop,indie r&b,indietronica,shimmer pop,vapor soul	0.08	0.418	0.794	0	0.329	0.0816	
Location	Khalid	none 	0.455	0.764	0.262	0.0249	0.104	0.446	
Let's Go	Khalid	none 	0.521	0.782	0.316	0	0.256	0.0529	
Foreplay	Jalen Santoy	deep underground hip hop,underground hip hop	0.157	0.486	0.417	0.00223	0.155	0.176	
Night Falls	Bibio	alternative dance,chamber pop,chillwave,downtempo,dream pop,electronic,freak folk,indie folk,indie pop,indie r&b,indietronica,neo-psychedelic,new rave,shimmer pop	0.347	0.67	0.543	0	0.116	0.0626	
Descendant Of The Stars (Traveling The Stars Theme)	Action Bronson	alternative hip hop,east coast hip hop,escape room,gangster rap,hip hop,pop rap,rap,southern hip hop,underground hip hop	0.146	0.536	0.887	0	0.664	0.377	
We Ain't Them	D.Glover	none 	0.166	0.67	0.718	0	0.157	0.256	
All Night (feat. Knox Fortune)	Chance The Rapper	pop rap,rap	0.0358	0.704	0.777	0	0.151	0.195	
4 Real	Destructo	brostep,deep groove house,edm,electro house,electronic trap,house,moombahton	0.0139	0.806	0.695	4.14e-05	0.105	0.0452	
Epoch	Tycho	chillwave,downtempo,electronic,indietronica,intelligent dance music	0.0711	0.559	0.743	0.9	0.152	0.0532	
Feel It (feat. Tunji Ige)	GTA	bass trap,big room,brostep,deep big room,edm,electro house,electronic trap,moombahton,progressive electro house,vapor twitch	0.0245	0.529	0.72	0.000146	0.195	0.0462	
Dang! (feat. Anderson .Paak)	Mac Miller	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.00904	0.833	0.664	0.000358	0.0854	0.224	
All of Me (feat. Logic, ROZES)	Big Gigantic	brostep,edm,electro house,electronic trap,glitch hop	0.00189	0.628	0.877	0	0.228	0.041	
Cherry	Chromatics	alternative dance,chillwave,dance-punk,dream pop,indie r&b,indietronica,new rave,nu gaze,portland indie,synthpop	0.0374	0.637	0.611	0.222	0.122	0.0325	
California Dreamin' - Single Version	The Mamas & The Papas	adult standards,brill building pop,bubblegum pop,christmas,classic rock,folk,folk rock,mellow gold,psychedelic rock,rock-and-roll,singer-songwriter,soft rock,traditional folk	0.352	0.552	0.616	0	0.0501	0.0346	
Contract (feat. Iamsu)	GTA	bass trap,big room,brostep,deep big room,edm,electro house,electronic trap,moombahton,progressive electro house,vapor twitch	0.00357	0.512	0.789	0	0.261	0.388	
Flex	Tory Lanez	deep pop r&b,dwn trap,indie r&b,pop rap,r&b,rap,southern hip hop,trap music	0.163	0.444	0.539	0	0.0913	0.623	
Slow Down	Zeds Dead	bass trap,brostep,edm,electro house,electronic trap,moombahton,progressive electro house,tropical house,vapor twitch	0.25	0.551	0.705	0.0558	0.353	0.0377	
Late Night	GoldLink	deep indie r&b,dirty south rap,escape room,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.278	0.442	0.446	0	0.308	0.786	
TOGETHER	KAYTRANADA	deep indie r&b,escape room,hip hop,indie r&b,indietronica,rap	0.0247	0.825	0.694	0.0124	0.356	0.177	
GOT IT GOOD	KAYTRANADA	deep indie r&b,escape room,hip hop,indie r&b,indietronica,rap	0.0475	0.606	0.503	0	0.116	0.155	
Four	Ólafur Arnalds	bow pop,chamber pop,compositional ambient,focus,icelandic pop,modern classical,modern performance,neoclassical	0.969	0.446	0.0607	0.944	0.111	0.0391	
Room in Here	Anderson .Paak	deep indie r&b,escape room,hip hop,indie r&b,la indie,neo soul,pop rap,rap	0.269	0.643	0.894	4.73e-06	0.257	0.374	
Lights Out	Zeds Dead	bass trap,brostep,edm,electro house,electronic trap,moombahton,progressive electro house,tropical house,vapor twitch	0.0828	0.562	0.829	0.0313	0.13	0.051	
Stardust	Zeds Dead	bass trap,brostep,edm,electro house,electronic trap,moombahton,progressive electro house,tropical house,vapor twitch	0.161	0.65	0.718	0.000984	0.0893	0.0536	
VIVID DREAMS	KAYTRANADA	deep indie r&b,escape room,hip hop,indie r&b,indietronica,rap	0.206	0.703	0.571	0.298	0.15	0.107	
Redbone	Childish Gambino	indie r&b,pop rap,rap	0.195	0.747	0.378	0.0173	0.119	0.109	
Answer	Phantogram	alternative dance,chillwave,indie pop,indie r&b,indie rock,indietronica,metropopolis,modern rock,new rave,shimmer pop,synthpop	0.137	0.315	0.372	0.0356	0.124	0.0336	
Multi-Love	Unknown Mortal Orchestra	alternative dance,chamber pop,chillwave,freak folk,garage rock,indie folk,indie garage rock,indie pop,indie psych-rock,indie r&b,indie rock,indietronica,modern rock,neo-psychedelic,new rave,noise pop,portland indie,shimmer pop	0.571	0.784	0.506	0	0.139	0.0403	
Can’t Keep Checking My Phone	Unknown Mortal Orchestra	alternative dance,chamber pop,chillwave,freak folk,garage rock,indie folk,indie garage rock,indie pop,indie psych-rock,indie r&b,indie rock,indietronica,modern rock,neo-psychedelic,new rave,noise pop,portland indie,shimmer pop	0.0532	0.706	0.958	0.00495	0.249	0.0539	
Stop Me - Edit	Nick Murphy	deep australian indie,vapor soul	0.00612	0.539	0.807	0	0.67	0.0573	
Trust	What So Not	aussietronica,bass trap,brostep,deep australian indie,edm,electro house,electronic trap,escape room,moombahton,vapor soul,vapor twitch	0.0122	0.269	0.669	0.00745	0.345	0.0515	
Montreal (feat. Kimbra)	What So Not	aussietronica,bass trap,brostep,deep australian indie,edm,electro house,electronic trap,escape room,moombahton,vapor soul,vapor twitch	0.269	0.421	0.652	8.47e-06	0.105	0.0614	
Say It	Tory Lanez	deep pop r&b,dwn trap,indie r&b,pop rap,r&b,rap,southern hip hop,trap music	0.0798	0.384	0.512	1.19e-05	0.129	0.0753	
Dímelo	Snakehips	edm,indie poptimism,pop,post-teen pop,tropical house	0.0522	0.566	0.444	0	0.158	0.147	
Guns And Roses	Tory Lanez	deep pop r&b,dwn trap,indie r&b,pop rap,r&b,rap,southern hip hop,trap music	0.273	0.477	0.395	9.09e-06	0.181	0.123	
Cold Hard Love	Tory Lanez	deep pop r&b,dwn trap,indie r&b,pop rap,r&b,rap,southern hip hop,trap music	0.304	0.473	0.654	0.000215	0.0939	0.157	
Surface	Bonobo	downtempo,electronic,indie r&b,indietronica,ninja,nu jazz,trip hop	0.231	0.559	0.613	3.47e-06	0.0742	0.0343	
Innerbloom - What So Not Remix	RÜFÜS DU SOL	edm,electronic trap,indietronica,tropical house,vapor soul,vapor twitch	0.135	0.437	0.708	6.57e-05	0.152	0.095	
Figures	Bonobo	downtempo,electronic,indie r&b,indietronica,ninja,nu jazz,trip hop	0.564	0.296	0.4	0.13	0.116	0.0462	
BagBak	Vince Staples	dirty south rap,escape room,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.0463	0.762	0.81	0.000364	0.146	0.101	
Working For It - Bonus Track	ZHU	edm,electro house,electronic trap,house,tropical house	0.0971	0.776	0.715	0.0131	0.247	0.0505	
Boneyard - Edit	Fink	chamber pop,indie anthem-folk,indie folk,neo mellow,ninja	0.843	0.386	0.475	0.000106	0.355	0.0265	
Slide	Calvin Harris	edm,electro house,house,pop,progressive house	0.498	0.736	0.795	1.21e-06	0.254	0.0545	
LEAVE ME ALONE	KAYTRANADA	deep indie r&b,escape room,hip hop,indie r&b,indietronica,rap	0.122	0.792	0.478	0.00157	0.519	0.434	
BULLETS	KAYTRANADA	deep indie r&b,escape room,hip hop,indie r&b,indietronica,rap	0.14	0.863	0.75	0.0882	0.102	0.0734	
Lavender (feat. Kaytranada & Snoop Dogg) - Nightfall Remix	BadBadNotGood	alternative hip hop,dark jazz,escape room,hip hop,indie jazz,indie r&b,indietronica	0.0245	0.641	0.666	2.61e-05	0.0835	0.191	
Say It (feat. Tove Lo) [Illenium Remix]	Flume	aussietronica,australian alternative rock,australian dance,downtempo,tropical house	0.0343	0.482	0.769	0.00498	0.0953	0.0549	
Retrograde	James Blake	chamber pop,deep indie r&b,indie folk,indie r&b,indietronica,neo soul	0.871	0.289	0.254	0.0745	0.135	0.0474	
Madiba Riddim	Drake	canadian pop,hip hop,pop rap,rap	0.235	0.834	0.527	0.00968	0.632	0.193	
Do Not Disturb	Drake	canadian pop,hip hop,pop rap,rap	0.234	0.787	0.69	0	0.112	0.404	
Tell Me Lies	Deorro	big room,dance pop,deep big room,edm,electro house,melbourne bounce,pop,progressive electro house,tropical house	0.146	0.702	0.451	0	0.137	0.197	
Therapy	Moderat	alternative dance,electronic,indietronica,microhouse,minimal techno,new rave	0.149	0.657	0.63	0.834	0.406	0.0449	
Down	Marian Hill	indie r&b	0.644	0.597	0.357	0.00393	0.125	0.259	
Intruder	Moderat	alternative dance,electronic,indietronica,microhouse,minimal techno,new rave	0.29	0.622	0.735	0.752	0.293	0.0521	
Beretta Lake	Teflon Sega	none 	0.0185	0.582	0.602	0.00409	0.0837	0.0328	
ROCKABYE BABY	Joey Bada$$	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.166	0.553	0.877	0	0.0481	0.371	
What You Want	THEY.	deep underground hip hop	0.0779	0.68	0.909	0	0.378	0.0822	
Pink + White	Frank Ocean	dance pop,indie r&b,neo soul,pop,pop rap,rap	0.67	0.544	0.552	4.57e-05	0.415	0.0991	
When I Get There	Big Wild	electronic trap,indie poptimism,tropical house,vapor soul,vapor twitch	0.000196	0.694	0.483	0.557	0.134	0.0359	
All	THEY.	deep underground hip hop	0.0245	0.6	0.57	0	0.142	0.0397	
LOVE. FEAT. ZACARI.	Kendrick Lamar	hip hop,pop rap,rap,west coast rap	0.29	0.798	0.582	0	0.153	0.103	
LOYALTY. FEAT. RIHANNA.	Kendrick Lamar	hip hop,pop rap,rap,west coast rap	0.0224	0.681	0.541	0	0.167	0.055	
Meet In The Middle	Ta-ku	chillhop,deep australian indie,deep indie r&b,escape room,indie r&b,vapor soul,vapor twitch	0.573	0.688	0.474	0.0502	0.1	0.0488	
Congratulations	Post Malone	pop rap,rap	0.198	0.627	0.812	0	0.212	0.0358	
State Of The Art	Incubus	alternative metal,alternative rock,funk metal,funk rock,heavy christmas,modern rock,nu metal,pop christmas,pop rock,post-grunge,rap metal,rock	0.000909	0.487	0.849	0	0.173	0.0384	
Hyperreal	Flume	aussietronica,australian alternative rock,australian dance,downtempo,tropical house	0.0358	0.675	0.843	0.064	0.152	0.3	
Loners Blvd	Tory Lanez	deep pop r&b,dwn trap,indie r&b,pop rap,r&b,rap,southern hip hop,trap music	0.615	0.638	0.49	0	0.32	0.084	
For You	Snavs	bass trap,brostep,catstep,deep big room,edm,electro house,electronic trap,moombahton,sky room,tracestep	0.0321	0.58	0.94	0.126	0.155	0.0307	
Dig Down	Muse	alternative metal,alternative rock,garage rock,indie rock,modern rock,permanent wave,piano rock,post-grunge,rock	0.0611	0.422	0.353	0.000391	0.129	0.0553	
The Other Side Of Paradise	Glass Animals	gauze pop,indie r&b,indietronica,modern rock,shiver pop	0.344	0.683	0.342	7.64e-05	0.0651	0.0613	
Life Itself	Glass Animals	gauze pop,indie r&b,indietronica,modern rock,shiver pop	0.0175	0.71	0.674	0.149	0.354	0.0349	
Oh Devil	Electric Guest	alternative dance,indie pop,indie poptimism,indie psych-rock,indie rock,indietronica,la indie,modern rock,shimmer pop,synthpop	0.119	0.904	0.517	0.0147	0.176	0.0598	
Mind Trip	araabMUZIK	electronic trap,vapor twitch	0.22	0.454	0.627	0.00324	0.244	0.0334	
Late Night	ODESZA	chillwave,edm,indietronica,ninja,tropical house	0.0358	0.612	0.628	0.00898	0.193	0.0752	
The Less I Know The Better	Tame Impala	australian alternative rock,indie pop,indie rock,indietronica,modern rock,neo-psychedelic,psychedelic rock	0.0138	0.64	0.755	0.0208	0.12	0.0287	
Fake Magic	Peking Duk	deep australian indie,edm	0.0408	0.726	0.862	0.202	0.63	0.103	
Lights On	H.E.R.	deep indie r&b,deep pop r&b,indie r&b,pop,r&b	0.665	0.664	0.415	0.000434	0.0997	0.092	
Higher	Lemaitre	alternative dance,norwegian indie,norwegian pop,tropical house	0.218	0.465	0.828	0.000366	0.187	0.0831	
Recovery	Gramatik	chillhop,downtempo,nu jazz,trip hop	0.0216	0.591	0.952	0.0338	0.0979	0.105	
Feel It Still	Portugal. The Man	indie pop,indie rock,indietronica,modern rock,neo-psychedelic	0.0406	0.78	0.798	6.31e-05	0.0733	0.0613	
Everybody	Logic	pop rap,rap	0.162	0.888	0.934	0	0.0679	0.091	
Shine On	Crooked Colours	aussietronica,deep australian indie,vapor soul	0.128	0.782	0.584	0.00132	0.0904	0.0445	
Know No Better	Major Lazer	dance pop,edm,electro house,moombahton,pop,tropical house	0.132	0.738	0.814	9.64e-06	0.126	0.0999	
Rage	Vic Mensa	deep underground hip hop,dirty south rap,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.0418	0.44	0.669	0	0.318	0.195	
Cherry Hill	Russ	pop rap,rap,trap music	0.161	0.681	0.469	0.403	0.108	0.0366	
Holy Drops	Fhin	deep indie r&b,french indietronica,vapor soul	0.493	0.622	0.478	0.388	0.147	0.0578	
Sweetest Cake - Club Mix	Melisa Whiskey	none 	0.00105	0.875	0.792	0	0.0655	0.19	
Pay the Man	Foster The People	alternative dance,indie pop,indie rock,indietronica,la indie,modern rock	0.00156	0.69	0.755	7.57e-06	0.348	0.0383	
Your Time (feat. KAYTRANADA)	Nick Murphy	deep australian indie,vapor soul	0.0424	0.498	0.663	0	0.16	0.0905	
Birthday Card	Marcus Marr	none 	0.0509	0.688	0.838	0.541	0.078	0.0452	
Tequila	Dave	chanson,grime	0.358	0.776	0.65	0	0.111	0.0945	
Virtue	Kllo	deep australian indie,deep indie r&b,indie r&b,vapor soul	0.363	0.72	0.748	0.045	0.122	0.0704	
Lotus Flower	Radiohead	alternative rock,indie rock,melancholia,modern rock,permanent wave,rock	0.0895	0.721	0.676	0.336	0.0826	0.0321	
Take It Back	Logic	pop rap,rap	0.0742	0.839	0.833	0	0.233	0.234	
So Young	Portugal. The Man	indie pop,indie rock,indietronica,modern rock,neo-psychedelic	0.348	0.671	0.445	5.93e-05	0.155	0.0291	
PRBLMS	6LACK	dwn trap,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music	0.0303	0.672	0.574	2.02e-06	0.18	0.0993	
Wanna Know Remix (feat. Drake)	Dave	chanson,grime	0.0741	0.717	0.507	3.21e-05	0.241	0.0445	
Let You Go	A$AP Ferg	dwn trap,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.549	0.739	0.769	3.84e-06	0.169	0.194	
Redrum (feat. Felix Snow) - What So Not Remix	Era Istrefi	none 	0.00228	0.524	0.729	5.06e-05	0.182	0.0524	
Doing It for the Money	Foster The People	alternative dance,indie pop,indie rock,indietronica,la indie,modern rock	0.0036	0.558	0.813	0.00358	0.179	0.0462	
Never Know	6LACK	dwn trap,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music	0.104	0.652	0.569	3.49e-06	0.195	0.215	
That Far	6LACK	dwn trap,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music	0.226	0.911	0.603	1.42e-05	0.0924	0.234	
YAH.	Kendrick Lamar	hip hop,pop rap,rap,west coast rap	0.61	0.648	0.691	0	0.224	0.239	
Ex Calling	6LACK	dwn trap,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music	0.00746	0.782	0.559	1.74e-05	0.232	0.258	
Me You	Russ	pop rap,rap,trap music	0.00196	0.702	0.762	0.000451	0.142	0.0328	
Better	What So Not	aussietronica,bass trap,brostep,deep australian indie,edm,electro house,electronic trap,escape room,moombahton,vapor soul,vapor twitch	0.0155	0.412	0.799	0	0.16	0.195	
Blade (Tidal Wave of Love) - Demo	Ben Khan	none 	0.115	0.736	0.516	0.3	0.28	0.0996	
Meditation	GoldLink	deep indie r&b,dirty south rap,escape room,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.0303	0.849	0.703	0	0.0831	0.193	
Pray Everyday (Survivor's Guilt)	GoldLink	deep indie r&b,dirty south rap,escape room,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.0518	0.755	0.459	9.42e-06	0.233	0.299	
Kokamoe Freestyle	GoldLink	deep indie r&b,dirty south rap,escape room,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.447	0.78	0.773	7.28e-05	0.0791	0.462	
Mi Gente	J Balvin	latin,reggaeton	0.0164	0.535	0.678	1.31e-05	0.128	0.0998	
Crew	GoldLink	deep indie r&b,dirty south rap,escape room,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.133	0.728	0.607	0	0.0864	0.132	
Know the Name (I Like It)	LeRoyce	none 	0.00287	0.421	0.749	0	0.164	0.185	
Where Did I Go?	Jorja Smith	deep indie r&b,escape room,indie r&b,neo soul,vapor soul	0.484	0.69	0.642	0.112	0.0977	0.0721	
Teenage Fantasy	Jorja Smith	deep indie r&b,escape room,indie r&b,neo soul,vapor soul	0.427	0.515	0.795	0.032	0.4	0.423	
Up All Night	Beck	alternative rock,anti-folk,blues-rock,electronic,folk christmas,garage rock,indie christmas,indie rock,modern rock,neo-psychedelic,permanent wave,pop rock,rock	0.00556	0.653	0.941	0.0788	0.277	0.0583	
Shooters	Tory Lanez	deep pop r&b,dwn trap,indie r&b,pop rap,r&b,rap,southern hip hop,trap music	0.108	0.625	0.535	0	0.747	0.0577	
Death Drive (feat. KLP)	What So Not	aussietronica,bass trap,brostep,deep australian indie,edm,electro house,electronic trap,escape room,moombahton,vapor soul,vapor twitch	0.00693	0.639	0.74	0.000135	0.122	0.0434	
I Don't	xxyyxx	chillwave,indietronica,wonky	0.42	0.595	0.485	0.112	0.131	0.0379	
Belong To You (feat. 6LACK) - Remix [Bonus Track]	Sabrina Claudio	deep indie r&b,deep pop r&b,indie r&b	0.274	0.605	0.553	0.0152	0.184	0.101	
Baby I'm Yours (feat. Irfane)	Breakbot	alternative dance,filter house,future funk,indietronica,new rave,nu disco	0.705	0.831	0.794	3.4e-05	0.0978	0.0752	
Beach Boys	Weezer	alternative metal,alternative rock,garage rock,indie christmas,indie pop,indie rock,modern rock,permanent wave,pop christmas,pop punk,pop rock,post-grunge,punk christmas,rock	0.0113	0.61	0.866	1.07e-05	0.405	0.122	
Navajo	Masego	deep indie r&b,indie r&b,vapor twitch	0.114	0.686	0.592	1.16e-06	0.248	0.26	
goosebumps	Travis Scott	pop rap,rap,trap music	0.0847	0.841	0.728	0	0.149	0.0484	
Best Friend	Sofi Tukker	tropical house	0.0109	0.699	0.7	0.0794	0.152	0.0392	
Move Your Feet	Junior Senior	alternative dance,danish pop,new rave	0.0507	0.755	0.895	0.0737	0.222	0.0883	
Golddust - Original Mix	DJ Fresh	deep groove house,disco house,drum and bass,grime,house,jungle,tropical house	0.26	0.512	0.931	0	0.399	0.154	
Kerala	Bonobo	downtempo,electronic,indie r&b,indietronica,ninja,nu jazz,trip hop	0.0237	0.529	0.739	0.607	0.171	0.0718	
Jungle	Tash Sultana	deep australian indie	0.269	0.59	0.697	9.86e-05	0.0881	0.0291	
Midas	Maribou State	bass music,deep house,deep indie r&b,electronic,future garage,indie jazz,indie r&b,indietronica,tropical house,vapor soul	0.393	0.697	0.578	0.379	0.106	0.095	
Papi Pacify	FKA twigs	deep indie r&b,escape room,indie r&b,indietronica,pop,synthpop,trip hop,tropical house	0.0682	0.557	0.608	0.0263	0.196	0.0862	
Manila	Maribou State	bass music,deep house,deep indie r&b,electronic,future garage,indie jazz,indie r&b,indietronica,tropical house,vapor soul	0.312	0.715	0.612	0.905	0.324	0.0378	
Bolide	Kllo	deep australian indie,deep indie r&b,indie r&b,vapor soul	0.401	0.793	0.483	0.37	0.101	0.0334	
Natural Fools	Maribou State	bass music,deep house,deep indie r&b,electronic,future garage,indie jazz,indie r&b,indietronica,tropical house,vapor soul	0.7	0.713	0.547	0.798	0.167	0.0441	
Last Yearn	Kllo	deep australian indie,deep indie r&b,indie r&b,vapor soul	0.524	0.698	0.516	0.258	0.292	0.0441	
Big Lie	Post Malone	pop rap,rap	0.197	0.325	0.689	0	0.0722	0.243	
The High Road	Broken Bells	alternative dance,alternative rock,chamber pop,dance-punk,folk-pop,garage rock,indie folk,indie pop,indie rock,indietronica,la indie,modern rock,neo-psychedelic,new rave,shimmer pop,stomp and holler,synthpop	0.0682	0.61	0.637	6.12e-06	0.284	0.0238	
Goldmine	Kimbra	folk-pop,indie r&b,pop	0.0431	0.663	0.748	9.33e-05	0.34	0.0799	
Fantasy - TEEMID Remix	Alina Baraz	deep indie r&b,etherpop,indie r&b	0.000511	0.695	0.883	0.00166	0.177	0.0501	
Monster vs. Angel (feat. Mawe)	WDL	none 	0.861	0.544	0.563	0.536	0.148	0.0397	
From Time	Drake	canadian pop,hip hop,pop rap,rap	0.634	0.737	0.499	0	0.128	0.419	
How To Fly	Sticky Fingers	australian alternative rock,deep australian indie	0.159	0.676	0.645	0.00172	0.106	0.0992	
Patient	Post Malone	pop rap,rap	0.576	0.497	0.654	0	0.128	0.324	
No Words	Dave	chanson,grime	0.344	0.781	0.736	0	0.125	0.29	
Wallflower	Maribou State	bass music,deep house,deep indie r&b,electronic,future garage,indie jazz,indie r&b,indietronica,tropical house,vapor soul	0.22	0.664	0.554	0.793	0.227	0.373	
Time Eater (feat. Ssighborggg and Luna) [Recover]	Gold Panda	alternative dance,bass music,chillwave,indie r&b,indietronica,microhouse,new rave,wonky	0.0118	0.623	0.619	0.198	0.123	0.0484	
See You Again	Tyler, The Creator	hip hop,pop rap,rap,southern hip hop,trap music	0.371	0.558	0.559	7.49e-06	0.109	0.0959	
No. 22	Moderat	alternative dance,electronic,indietronica,microhouse,minimal techno,new rave	0.0427	0.616	0.529	0.813	0.246	0.0496	
Hypnotised	RÜFÜS DU SOL	edm,electronic trap,indietronica,tropical house,vapor soul,vapor twitch	0.264	0.708	0.636	0.0746	0.109	0.0379	
Photosynthesis	Saba	deep underground hip hop,escape room,indie r&b,rap,underground hip hop	0.536	0.777	0.662	4.61e-06	0.593	0.27	
HiiiJack	SZA	indie r&b,pop rap,rap	0.221	0.682	0.551	2.23e-05	0.133	0.288	
Odessa	Caribou	alternative dance,chamber pop,chamber psych,chillwave,dance-punk,dream pop,electronic,freak folk,indie pop,indie r&b,indie rock,indietronica,modern rock,neo-psychedelic,new rave,synthpop,trip hop	0.00334	0.681	0.915	0.0817	0.354	0.042	
Little Things	Sunni Colon	deep indie r&b,soul flow	0.302	0.772	0.697	0	0.162	0.0633	
Dark Red	Steve Lacy	none 	0.449	0.603	0.783	7.96e-06	0.119	0.062	
Heavenly Father	Isaiah Rashad	dirty south rap,escape room,hip hop,indie r&b,pop rap,rap,southern hip hop,trap music,underground hip hop	0.212	0.608	0.676	0	0.347	0.248	
Treat Me Like Fire	LION BABE	deep indie r&b,escape room,hip pop,indie r&b,neo soul,r&b	0.138	0.667	0.658	0.00685	0.602	0.0756	
